都市コード,都市名,国名
ODJ,OUANDA DJALLE,Central African Rep.
ODL,CORDILLO DOWNS,Australia
ODN,LONG SERIDAN,Malaysia
ODO,BODAYBO,Russia (in Asia)
ODR,ORD RIVER,Australia
ODS,ODESSA,Ukraine
ODW,OAK HARBOR,United States of America
ODY,MUANG XAY,Lao People’s Dem. Rep.
OEC,OCUSSI,Timor Leste
OER,ORNSKOLDSVIK,Sweden
OES,SAN ANTONIO OESTE,Argentina
OFJ,OLAFSJORDUR,Iceland
OFK,NORFOLK,United States of America
OFU,OFU ISLAND,American Samoa
OGE,OGERANANG,Papua New Guinea
OGG,KAHULUI,United States of America
OGL,OGLE,Guyana
OGN,YONAGUNI,Japan
OGO,ABENGOUROU,Cote d’Ivoire
OGR,BONGOR,Chad
OGS,OGDENSBURG,United States of America
OGU,ORDU/GIRESUN,Turkey
OGV,ONGAVA,Namibia
OGX,OUARGLA,Algeria
OGZ,VLADIKAVKAZ,Russia (in Europe)
OHD,OHRID,"North Macedonia, Republic of"
OHE,MOHE,"China, People’s Republic of"
OHH,OKHA,Russia (in Asia)
OHI,OSHAKATI,Namibia
OHR,WYK AUF FOEHR,Germany
OHT,KOHAT,Pakistan
OIL,OIL CITY,United States of America
OIM,OSHIMA,Japan
OIR,OKUSHIRI,Japan
OIT,OITA,Japan
OKA,OKINAWA,Japan
OKB,FRASER ISLAND,Australia
OKC,OKLAHOMA CITY,United States of America
OKE,OKIERABU,Japan
OKF,OKAUKUEJO,Namibia
OKG,OKOYO,Congo
OKI,OKI,Japan
OKJ,OKAYAMA,Japan
OKK,KOKOMO,United States of America
OKK,LOGANSPORT,United States of America
OKN,OKONDJA,Gabon
OKP,OKSAPMIN,Papua New Guinea
OKQ,OKABA,Indonesia
OKR,YORKE ISLAND,Australia
OKU,MOKUTI LODGE,Namibia
OKY,OAKEY,Australia
OLA,ORLAND,Norway
OLB,OLBIA,Italy
OLF,WOLF POINT,United States of America
OLH,OLD HARBOR,United States of America
OLI,OLAFSVIK,Iceland
OLJ,OLPOI,Vanuatu
OLL,OYO,Congo
OLM,OLYMPIA,United States of America
OLN,SARMIENTO,Argentina
OLO,OLOMOUC,Czech Republic
OLP,OLYMPIC DAM,Australia
OLQ,OLSOBIP,Papua New Guinea
OLU,COLUMBUS,United States of America
OMA,OMAHA,United States of America
OMB,OMBOUE,Gabon
OMC,ORMOC,Philippines
OMD,ORANJEMUND,Namibia
OME,NOME,United States of America
OMG,OMEGA,Namibia
OMH,URUMIYEH,Iran (Islamic Republic of)
OML,OMKALAI,Papua New Guinea
OMN,OSMANABAD,India (including Andaman Isl.)
OMO,MOSTAR,Bosnia and Herzegovina
OMR,ORADEA,Romania
OMS,OMSK,Russia (in Asia)
ONA,WINONA,United States of America
ONB,ONONGE,Papua New Guinea
OND,ONDANGWA,Namibia
ONG,MORNINGTON ISLAND,Australia
ONH,ONEONTA,United States of America
ONI,MOANAMANI,Indonesia
ONJ,ODATE/NOSHIRO,Japan
ONO,ONTARIO,United States of America
ONP,NEWPORT,United States of America
ONQ,ZONGULDAK,Turkey
ONS,ONSLOW,Australia
ONT,ONTARIO,United States of America
ONU,ONO I LAU,Fiji
ONX,COLON,Panama
OOK,TOKSOOK BAY,United States of America
OOL,GOLD COAST,Australia
OOM,COOMA,Australia
OOT,ONOTOA,Kiribati
OPA,KOPASKER,Iceland
OPB,OPEN BAY,Papua New Guinea
OPI,OENPELLI,Australia
OPO,PORTO,Portugal (including Azores & Madeira)
OPS,SINOP,Brazil
OPU,BALIMO,Papua New Guinea
ORA,ORAN,Argentina
ORB,OREBRO,Sweden
ORE,ORLEANS,France
ORF,NORFOLK,United States of America
ORH,WORCESTER,United States of America
ORI,PORT LIONS,United States of America
ORJ,ORINDUIK,Guyana
ORK,CORK,Ireland
ORL,ORLANDO,United States of America
ORN,ORAN,Algeria
ORO,YORO,Honduras
ORP,ORAPA,Botswana
ORS,ORPHEUS ISLAND,Australia
ORT,NORTHWAY,United States of America
ORU,ORURO,Bolivia
ORV,NOORVIK,United States of America
ORW,ORMARA,Pakistan
ORZ,ORANGE WALK,Belize
OSA,OSAKA,Japan
OSB,OSAGE BEACH,United States of America
OSD,OSTERSUND,Sweden
OSE,OMORA,Papua New Guinea
OSH,OSHKOSH,United States of America
OSI,OSIJEK,Croatia
OSK,OSKARSHAMN,Sweden
OSL,OSLO,Norway
OSM,MOSUL,Iraq
OSP,SLUPSK,Poland
OSR,OSTRAVA,Czech Republic
OSS,OSH,Kyrgyzstan
OST,OOSTENDE/BRUGGE,Belgium
OSW,ORSK,Russia (in Europe)
OSY,NAMSOS,Norway
OSZ,KOSZALIN,Poland
OTA,MOTA,Ethiopia
OTC,BOL,Chad
OTD,CONTADORA ISLAND,Panama
OTG,WORTHINGTON,United States of America
OTH,NORTH BEND,United States of America
OTI,MOROTAI ISLAND,Indonesia
OTL,BOUTILIMIT,Mauritania
OTM,OTTUMWA,United States of America
OTR,COTO 47,Costa Rica
OTS,ANACORTES,United States of America
OTU,REMEDIOS,Colombia
OTV,ONTONG JAVA ATOLL,Solomon Islands
OTY,ORIA,Papua New Guinea
OTZ,KOTZEBUE,United States of America
OUA,OUAGADOUGOU,Burkina Faso
OUD,OUJDA,Morocco
OUE,OUESSO,Congo
OUG,OUAHIGOUYA,Burkina Faso
OUH,OUDTSHOORN,South Africa
OUK,OUT SKERRIES,United Kingdom
OUL,OULU,Finland
OUR,BATOURI,Cameroon
OUS,OURINHOS,Brazil
OUZ,ZOUERATE,Mauritania
OVA,BEKILY,Madagascar
OVB,NOVOSIBIRSK,Russia (in Asia)
OVD,ASTURIAS,Spain and Canary Islands
OVD,OVIEDO,Spain and Canary Islands
OVR,OLAVARRIA,Argentina
OVS,SOVETSKY,Russia (in Asia)
OWB,OWENSBORO,United States of America
OWD,NORWOOD,United States of America
OXB,BISSAU,Guinea-Bissau
OXF,OXFORD,United Kingdom
OXR,OXNARD,United States of America
OXR,VENTURA,United States of America
OYA,GOYA,Argentina
OYE,OYEM,Gabon
OYK,OIAPOQUE,Brazil
OYN,OUYEN,Australia
OYO,TRES ARROYOS,Argentina
OYS,YOSEMITE NATIONAL PARK,United States of America
OZC,OZAMIZ,Philippines
OZG,ZAGORA,Morocco
OZH,ZAPOROZHYE,Ukraine
OZZ,OUARZAZATE,Morocco
PAA,PA-AN,Myanmar
PAB,BILASPUR,India (including Andaman Isl.)
PAD,PADERBORN,Germany
PAE,EVERETT,United States of America
PAG,PAGADIAN,Philippines
PAH,PADUCAH,United States of America
PAJ,PARACHINAR,Pakistan
PAL,PALANQUERO,Colombia
PAN,PATTANI,Thailand
PAP,PORT AU PRINCE,Haiti
PAR,PARIS,France
PAS,PAROS,Greece
PAT,PATNA,India (including Andaman Isl.)
PAU,PAUK,Myanmar
PAV,PAULO AFONSO,Brazil
PAW,PAMBWA,Papua New Guinea
PAY,PAMOL,Malaysia
PAZ,POZA RICA,Mexico
PBB,PARANAIBA,Brazil
PBC,PUEBLA,Mexico
PBD,PORBANDAR,India (including Andaman Isl.)
PBE,PUERTO BERRIO,Colombia
PBF,PINE BLUFF,United States of America
PBG,PLATTSBURGH,United States of America
PBH,PARO,Bhutan
PBI,WEST PALM BEACH,United States of America
PBJ,PAAMA ISLAND,Vanuatu
PBK,PACK CREEK,United States of America
PBL,PUERTO CABELLO,Venezuela
PBM,PARAMARIBO,Suriname
PBN,PORTO AMBOIM,Angola
PBO,PARABURDOO,Australia
PBP,ISLITA,Costa Rica
PBR,PUERTO BARRIOS,Guatemala
PBU,PUTAO,Myanmar
PBZ,PLETTENBERG BAY,South Africa
PCA,PORTAGE CREEK,United States of America
PCC,PUERTO RICO,Colombia
PCH,PALACIOS,Honduras
PCK,PORCUPINE CREEK,United States of America
PCL,PUCALLPA,Peru
PCN,PICTON,New Zealand
PCP,PRINCIPE ISLAND,Sao Tome and Principe
PCQ,PARSABAD,Iran (Islamic Republic of)
PCR,PUERTO CARRENO,Colombia
PCT,PRINCETON,United States of America
PDA,PUERTO INIRADA,Colombia
PDB,PEDRO BAY,United States of America
PDC,MUEO,New Caledonia (including Loyalty Islands)
PDE,PANDIE PANDIE,Australia
PDG,PADANG,Indonesia
PDI,PINDIU,Papua New Guinea
PDL,PONTA DELGADA,Portugal (including Azores & Madeira)
PDM,PEDASI,Panama
PDN,PARNDANA,Australia
PDP,PUNTA DEL ESTE,Uruguay
PDR,PRESIDENTE DUTRA,Brazil
PDS,PIEDRAS NEGRAS,Mexico
PDT,PENDLETON,United States of America
PDU,PAYSANDU,Uruguay
PDV,PLOVDIV,Bulgaria
PDX,PORTLAND,United States of America
PDZ,PEDERNALES,Venezuela
PEA,PENNESHAW,Australia
PEC,PELICAN,United States of America
PED,PARDUBICE,Czech Republic
PEE,PERM,Russia (in Europe)
PEG,PERUGIA,Italy
PEH,PEHUAJO,Argentina
PEI,PEREIRA,Colombia
PEL,PELANENG,Lesotho
PEM,PUERTO MALDONADO,Peru
PEN,PENANG,Malaysia
PEP,PEPPIMENARTI,Australia
PER,PERTH,Australia
PES,PETROZAVODSK,Russia (in Europe)
PET,PELOTAS,Brazil
PEU,PUERTO LEMPIRA,Honduras
PEV,PECS,Hungary
PEW,PESHAWAR,Pakistan
PEZ,PENZA,Russia (in Europe)
PFB,PASSO FUNDO,Brazil
PFJ,PATREKSFJORDUR,Iceland
PFO,PAPHOS,Cyprus
PFR,ILEBO,"Congo, Democratic Republic of"
PGA,PAGE,United States of America
PGD,PUNTA GORDA,United States of America
PGE,YEGEPA,Papua New Guinea
PGF,PERPIGNAN,France
PGH,PANTNAGAR,India (including Andaman Isl.)
PGI,CHITATO,Angola
PGK,PANGKALPINANG,Indonesia
PGM,PORT GRAHAM,United States of America
PGS,PEACH SPRINGS,United States of America
PGU,ASALOYEH,Iran (Islamic Republic of)
PGV,GREENVILLE,United States of America
PGX,PERIGUEUX,France
PGZ,PONTA GROSSA,Brazil
PHB,PARNAIBA,Brazil
PHC,PORT HARCOURT,Nigeria
PHE,PORT HEDLAND,Australia
PHF,NEWPORT NEWS,United States of America
PHF,WILLIAMSBURG,United States of America
PHI,PINHEIRO,Brazil
PHJ,PORT HUNTER,Australia
PHL,CAMDEN,United States of America
PHL,PHILADELPHIA,United States of America
PHO,POINT HOPE,United States of America
PHR,PACIFIC HARBOUR,Fiji
PHS,PHITSANULOK,Thailand
PHW,PHALABORWA,South Africa
PHX,PHOENIX,United States of America
PHY,PHETCHABUN,Thailand
PIA,PEORIA,United States of America
PIC,PINE CAY,Turks and Caicos Islands
PIF,PINGTUNG SOUTH,Chinese Taipei
PIH,POCATELLO,United States of America
PIN,PARINTINS,Brazil
PIO,PISCO,Peru
PIP,PILOT POINT,United States of America
PIR,PIERRE,United States of America
PIS,POITIERS,France
PIT,PITTSBURGH,United States of America
PIU,PIURA,Peru
PIW,PIKWITONEI,Canada
PIX,PICO ISLAND,Portugal (including Azores & Madeira)
PIZ,POINT LAY,United States of America
PJA,PAJALA,Sweden
PJB,PAYSON,United States of America
PJC,PEDRO JUAN CABALLERO,Paraguay
PJG,PANJGUR,Pakistan
PJM,PUERTO JIMENEZ,Costa Rica
PJS,PORT SAN JUAN,United States of America
PKA,NAPASKIAK,United States of America
PKB,MARIETTA,United States of America
PKB,PARKERSBURG,United States of America
PKC,PETROPAVLOVSK,Russia (in Asia)
PKE,PARKES,Australia
PKG,PANGKOR,Malaysia
PKH,PORTOCHELION,Greece
PKK,PAKOKKU,Myanmar
PKN,PANGKALANBUUN,Indonesia
PKO,PARAKOU,Benin
PKP,PUKA PUKA,French Polynesia
PKR,POKHARA,Nepal
PKU,PEKANBARU,Indonesia
PKV,PSKOV,Russia (in Europe)
PKW,SELEBI-PHIKWE,Botswana
PKY,PALANGKARAYA,Indonesia
PKZ,PAKSE,Lao People’s Dem. Rep.
PLD,PLAYA SAMARA,Costa Rica
PLF,PALA,Chad
PLH,PLYMOUTH,United Kingdom
PLJ,PLACENCIA,Belize
PLM,PALEMBANG,Indonesia
PLN,PELLSTON,United States of America
PLO,PORT LINCOLN,Australia
PLP,LA PALMA,Panama
PLQ,PALANGA,Lithuania
PLS,PROVIDENCIALES,Turks and Caicos Islands
PLV,POLTAVA,Ukraine
PLW,PALU,Indonesia
PLX,SEMEY,Kazakhstan
PLZ,PORT ELIZABETH,South Africa
PMA,PEMBA,Tanzania
PMC,PUERTO MONTT,Chile
PMD,PALMDALE,United States of America
PMG,PONTA PORA,Brazil
PMI,PALMA MALLORCA,Spain and Canary Islands
PMK,PALM ISLAND,Australia
PML,PORT MOLLER,United States of America
PMN,PUMANI,Papua New Guinea
PMO,PALERMO,Italy
PMP,PIMAGA,Papua New Guinea
PMQ,PERITO MORENO,Argentina
PMR,PALMERSTON NORTH,New Zealand
PMV,PORLAMAR,Venezuela
PMW,PALMAS,Brazil
PMY,PUERTO MADRYN,Argentina
PMZ,PALMAR,Costa Rica
PNA,PAMPLONA,Spain and Canary Islands
PNB,PORTO NACIONAL,Brazil
PNC,PONCA CITY,United States of America
PND,PUNTA GORDA,Belize
PNF,PETERSON'S POINT,United States of America
PNG,PARANAGUA,Brazil
PNH,PHNOM PENH,Cambodia
PNI,POHNPEI,Micronesia
PNK,PONTIANAK,Indonesia
PNL,PANTELLERIA,Italy
PNP,POPONDETTA,Papua New Guinea
PNQ,PUNE,India (including Andaman Isl.)
PNR,POINTE NOIRE,Congo
PNS,PENSACOLA,United States of America
PNT,PUERTO NATALES,Chile
PNX,SHERMAN-DENISON,United States of America
PNY,PONDICHERRY,India (including Andaman Isl.)
PNZ,PETROLINA,Brazil
POA,PORTO ALEGRE,Brazil
POD,PODOR,Senegal
POE,FORT POLK,United States of America
POF,POPLAR BLUFF,United States of America
POG,PORT GENTIL,Gabon
POH,POCAHONTAS,United States of America
POI,POTOSI,Bolivia
POL,PEMBA,Mozambique
POM,PORT MORESBY,Papua New Guinea
PON,POPTUN,Guatemala
POO,POCOS DE CALDAS,Brazil
POP,PUERTO PLATA,Dominican Republic
POQ,POLK INLET,United States of America
POR,PORI,Finland
POS,PORT OF SPAIN,Trinidad and Tobago
POS,TRINIDAD,Trinidad and Tobago
POT,PORT ANTONIO,Jamaica
POU,POUGHKEEPSIE,United States of America
POW,PORTOROZ,Slovenia
POY,LOVELL,United States of America
POY,POWELL,United States of America
POZ,POZNAN,Poland
PPB,PRESIDENTE PRUDENTE,Brazil
PPC,PROSPECT CREEK,United States of America
PPE,PUERTO PENASCO,Mexico
PPF,PARSONS,United States of America
PPG,PAGO PAGO,American Samoa
PPI,PORT PIRIE,Australia
PPK,PETROPAVLOVSK,Kazakhstan
PPL,PHAPLU,Nepal
PPN,POPAYAN,Colombia
PPP,PROSERPINE,Australia
PPQ,PARAPARAUMU,New Zealand
PPS,PUERTO PRINCESSA,Philippines
PPT,TAHITI,French Polynesia
PPU,PAPUN,Myanmar
PPV,PORT PROTECTION,United States of America
PPW,PAPA WESTRAY,United Kingdom
PPX,PARAM,Papua New Guinea
PPY,POUSO ALEGRE,Brazil
PPZ,PUERTO PAEZ,Venezuela
PQC,PHU QUOC ISLAND,Vietnam
PQI,PRESQUE ISLE,United States of America
PQM,PALENQUE,Mexico
PQQ,PORT MACQUARIE,Australia
PQS,PILOT STATION,United States of America
PRA,PARANA,Argentina
PRB,PASO ROBLES,United States of America
PRC,PRESCOTT,United States of America
PRF,PORT JOHNSON,United States of America
PRG,PRAGUE,Czech Republic
PRH,PHRAE,Thailand
PRI,PRASLIN ISLAND,Seychelles
PRJ,CAPRI,Italy
PRL,PORT OCEANIC,United States of America
PRM,PORTIMAO,Portugal (including Azores & Madeira)
PRN,PRISTINA,Kosovo
PRP,PROPRIANO,France
PRQ,PRESIDENTE R SAENZ PENA,Argentina
PRS,PARASI,Solomon Islands
PRU,PYAY,Myanmar
PRX,PARIS,United States of America
PRY,PRETORIA,South Africa
PSA,PISA,Italy
PSB,BELLEFONTE,United States of America
PSB,CLEARFIELD,United States of America
PSC,PASCO,United States of America
PSD,PORT SAID,Egypt
PSE,PONCE,Puerto Rico
PSF,PITTSFIELD,United States of America
PSG,PETERSBURG,United States of America
PSH,ST PETER,Germany
PSI,PASNI,Pakistan
PSJ,POSO,Indonesia
PSO,PASTO,Colombia
PSP,PALM SPRINGS,United States of America
PSR,PESCARA,Italy
PSS,POSADAS,Argentina
PSU,PUTUSSIBAU,Indonesia
PSV,PAPA STOUR,United Kingdom
PSW,PASSOS,Brazil
PSY,STANLEY,Falkland Islands
PSZ,PUERTO SUAREZ,Bolivia
PTA,PORT ALSWORTH,United States of America
PTC,PORT ALICE,United States of America
PTD,PORT ALEXANDER,United States of America
PTE,PORT STEPHENS,Australia
PTF,MALOLO LAILAI ISLAND,Fiji
PTG,POLOKWANE,South Africa
PTH,PORT HEIDEN,United States of America
PTI,PORT DOUGLAS,Australia
PTJ,PORTLAND,Australia
PTM,PALMARITO,Venezuela
PTN,MORGAN CITY,United States of America
PTN,PATTERSON,United States of America
PTO,PATO BRANCO,Brazil
PTP,POINTE A PITRE,Guadeloupe
PTQ,PORTO DE MOZ,Brazil
PTU,PLATINUM,United States of America
PTX,PITALITO,Colombia
PTY,PANAMA CITY,Panama
PUA,PUAS,Papua New Guinea
PUB,PUEBLO,United States of America
PUC,PRICE,United States of America
PUD,PUERTO DESEADO,Argentina
PUE,PUERTO OBALDIA,Panama
PUF,PAU,France
PUG,PORT AUGUSTA,Australia
PUJ,PUNTA CANA,Dominican Republic
PUK,PUKARUA,French Polynesia
PUL,POULSBO,United States of America
PUM,KOLAKA,Indonesia
PUN,PUNIA,"Congo, Democratic Republic of"
PUO,PRUDHOE BAY,United States of America
PUQ,PUNTA ARENAS,Chile
PUS,BUSAN,Korea (Rep. of)
PUT,PUTTAPARTHI,India (including Andaman Isl.)
PUU,PUERTO ASIS,Colombia
PUV,POUM,New Caledonia (including Loyalty Islands)
PUW,PULLMAN,United States of America
PUY,PULA,Croatia
PUZ,PUERTO CABEZAS,Nicaragua
PVA,PROVIDENCIA,Colombia
PVC,PROVINCETOWN,United States of America
PVD,PROVIDENCE,United States of America
PVE,EL PORVENIR,Panama
PVF,PLACERVILLE,United States of America
PVH,PORTO VELHO,Brazil
PVI,PARANAVAI,Brazil
PVK,PREVEZA/LEFKADA,Greece
PVN,PLEVEN,Bulgaria
PVO,PORTOVIEJO,Ecuador
PVR,PUERTO VALLARTA,Mexico
PVU,PROVO,United States of America
PWE,PEVEK,Russia (in Asia)
PWI,PAWE,Ethiopia
PWL,PURWOKERTO,Indonesia
PWM,PORTLAND,United States of America
PWQ,PAVLODAR,Kazakhstan
PWT,BREMERTON,United States of America
PXL,POLACCA,United States of America
PXM,PUERTO ESCONDIDO,Mexico
PXO,PORTO SANTO,Portugal (including Azores & Madeira)
PXU,PLEIKU,Vietnam
PYA,PUERTO BOYACA,Colombia
PYB,JEYPORE,India (including Andaman Isl.)
PYC,PLAYON CHICO,Panama
PYE,PENRHYN ISLAND,Cook Islands
PYG,GANGTOK,India (including Andaman Isl.)
PYG,GANGTOK,India (including Andaman Isl.)
PYH,PUERTO AYACUCHO,Venezuela
PYJ,POLYARNY,Russia (in Asia)
PYM,PLYMOUTH,United States of America
PYN,PAYAN,Colombia
PYO,PUTUMAYO,Ecuador
PYR,PYRGOS,Greece
PYV,YAVIZA,Panama
PYX,PATTAYA,Thailand
PZA,PAZ DE ARIPORO,Colombia
PZB,PIETERMARITZBURG,South Africa
PZE,PENZANCE,United Kingdom
PZH,ZHOB,Pakistan
PZI,PANZHIHUA,"China, People’s Republic of"
PZL,PHINDA,South Africa
PZO,PUERTO ORDAZ,Venezuela
PZU,PORT SUDAN,Sudan
PZY,PIESTANY,Slovak Republic
QAQ,L'AQUILA,Italy
QBC,BELLA COOLA,Canada
QME,MESSINA,Italy
QOW,OWERRI,Nigeria
QRO,QUERETARO,Mexico
QRW,WARRI,Nigeria
QSF,SETIF,Algeria
QSR,SALERNO,Italy
QUB,UBARI,Libya
RAA,RAKANDA,Papua New Guinea
RAB,RABAUL,Papua New Guinea
RAE,ARAR,Saudi Arabia
RAG,RAGLAN,New Zealand
RAH,RAFHA,Saudi Arabia
RAI,PRAIA,Cape Verde
RAJ,RAJKOT,India (including Andaman Isl.)
RAK,MARRAKECH,Morocco
RAL,RIVERSIDE,United States of America
RAM,RAMINGINING,Australia
RAO,RIBEIRAO PRETO,Brazil
RAP,RAPID CITY,United States of America
RAQ,RAHA,Indonesia
RAR,RAROTONGA,Cook Islands
RAS,RASHT,Iran (Islamic Republic of)
RAT,RADUZHNYY,Russia (in Asia)
RAV,CRAVO NORTE,Colombia
RAW,ARAWA,Papua New Guinea
RAX,ORAM,Papua New Guinea
RAY,ROTHESAY,United Kingdom
RAZ,RAWALA KOT,Pakistan
RBA,RABAT,Morocco
RBC,ROBINVALE,Australia
RBE,RATANAKIRI,Cambodia
RBF,BIG BEAR CITY,United States of America
RBG,ROSEBURG,United States of America
RBH,BROOKS LODGE,United States of America
RBI,RABI ISLAND,Fiji
RBJ,REBUN,Japan
RBM,STRAUBING,Germany
RBO,ROBORE,Bolivia
RBP,RABARABA,Papua New Guinea
RBQ,RURRENABAQUE,Bolivia
RBR,RIO BRANCO,Brazil
RBU,ROEBOURNE,Australia
RBV,RAMATA ISLAND,Solomon Islands
RBY,RUBY,United States of America
RCB,RICHARDS BAY,South Africa
RCE,ROCHE HARBOR,United States of America
RCH,RIOHACHA,Colombia
RCL,REDCLIFFE,Vanuatu
RCM,RICHMOND,Australia
RCN,AMERICAN RIVER,Australia
RCO,ROCHEFORT,France
RCQ,RECONQUISTA,Argentina
RCU,RIO CUARTO,Argentina
RDA,ROCKHAMPTON DOWNS,Australia
RDC,REDENCAO,Brazil
RDD,REDDING,United States of America
RDE,MERDEY,Indonesia
RDG,READING,United States of America
RDM,BEND,United States of America
RDM,REDMOND,United States of America
RDN,REDANG,Malaysia
RDO,RADOM,Poland
RDP,DURGAPUR,India (including Andaman Isl.)
RDS,RINCON DE LOS SAUCES,Argentina
RDT,RICHARD-TOLL,Senegal
RDU,DURHAM,United States of America
RDU,RALEIGH,United States of America
RDV,RED DEVIL,United States of America
RDZ,RODEZ,France
REA,REAO,French Polynesia
REC,RECIFE,Brazil
REG,REGGIO CALABRIA,Italy
REK,REYKJAVIK,Iceland
REL,TRELEW,Argentina
REN,ORENBURG,Russia (in Europe)
REP,SIEM REAP,Cambodia
RES,RESISTENCIA,Argentina
RET,ROST,Norway
REU,REUS,Spain and Canary Islands
REW,REWA,India (including Andaman Isl.)
REX,REYNOSA,Mexico
REY,REYES,Bolivia
RFN,RAUFARHOFN,Iceland
RFP,RAIATEA,French Polynesia
RFR,RIO FRIO,Costa Rica
RFS,ROSITA,Nicaragua
RGA,RIO GRANDE,Argentina
RGE,PORGERA,Papua New Guinea
RGH,BALURGHAT,India (including Andaman Isl.)
RGI,RANGIROA,French Polynesia
RGK,GORNO-ALTAYSK,Russia (in Asia)
RGL,RIO GALLEGOS,Argentina
RGN,YANGON,Myanmar
RGS,BURGOS,Spain and Canary Islands
RGT,RENGAT,Indonesia
RHA,REYKHOLAR,Iceland
RHD,TERMAS DE RIO HONDO,Argentina
RHE,REIMS,France
RHI,RHINELANDER,United States of America
RHN,ROSH PINAH,Namibia
RHO,RHODES,Greece
RHP,RAMECHHAP,Nepal
RIA,SANTA MARIA,Brazil
RIB,RIBERALTA,Bolivia
RIC,RICHMOND,United States of America
RIE,RICE LAKE,United States of America
RIF,RICHFIELD,United States of America
RIG,RIO GRANDE,Brazil
RIJ,RIOJA,Peru
RIK,CARRILLO,Costa Rica
RIL,RIFLE,United States of America
RIN,RINGGI COVE,Solomon Islands
RIO,RIO DE JANEIRO,Brazil
RIS,RISHIRI,Japan
RIT,RIO TIGRE,Panama
RIW,RIVERTON,United States of America
RIX,RIGA,Latvia
RIY,MUKALLA,Yemen
RIZ,RIZHAO,"China, People’s Republic of"
RJA,RAJAHMUNDRY,India (including Andaman Isl.)
RJH,RAJSHAHI,Bangladesh
RJI,RAJAURI,India (including Andaman Isl.)
RJK,RIJEKA,Croatia
RJL,LOGRONO,Spain and Canary Islands
RKA,ARATIKA,French Polynesia
RKD,ROCKLAND,United States of America
RKI,ROKOT,Indonesia
RKS,ROCK SPRINGS,United States of America
RKT,RAS AL KHAIMAH,United Arab Emirates
RKU,YULE ISLAND,Papua New Guinea
RKY,ROKEBY,Australia
RKZ,XIGAZE/RIKAZE,"China, People’s Republic of"
RLA,ROLLA,United States of America
RLG,ROSTOCK-LAAGE,Germany
RLK,BAYANNUR,"China, People’s Republic of"
RLP,ROSELLA PLAINS,Australia
RLR,ISALO,Madagascar
RLT,ARLIT,Niger
RMA,ROMA,Australia
RMB,BURAIMI,Oman
RMD,RAMAGUNDAM,India (including Andaman Isl.)
RME,ROME,United States of America
RMF,MARSA ALAM,Egypt
RMI,RIMINI,Italy
RMK,RENMARK,Australia
RMP,RAMPART,United States of America
RMQ,TAICHUNG,Chinese Taipei
RMT,RIMATARA,French Polynesia
RMU,CORVERA,Spain and Canary Islands
RNA,ARONA,Solomon Islands
RNB,RONNEBY/KARLSKRONA,Sweden
RNE,ROANNE,France
RNG,RANGELY,United States of America
RNI,CORN ISLAND,Nicaragua
RNJ,YORON,Japan
RNL,RENNELL ISLAND,Solomon Islands
RNN,BORNHOLM,Denmark
RNO,RENO,United States of America
RNP,RONGELAP ISLAND,Marshall Islands
RNR,ROBINSON RIVER,Papua New Guinea
RNS,RENNES,France
RNU,RANAU,Malaysia
ROA,ROANOKE,United States of America
ROC,ROCHESTER,United States of America
ROG,ROGERS,United States of America
ROH,ROBINHOOD,Australia
ROI,ROI ET,Thailand
ROK,ROCKHAMPTON,Australia
ROL,ROOSEVELT,United States of America
ROM,ROME,Italy
RON,PAIPA,Colombia
ROO,RONDONOPOLIS,Brazil
ROP,ROTA,Northern Mariana Islands (incl. Mariana Islands except Guam)
ROR,KOROR,Palau
ROS,ROSARIO,Argentina
ROT,ROTORUA,New Zealand
ROU,RUSE,Bulgaria
ROV,ROSTOV,Russia (in Europe)
ROW,ROSWELL,United States of America
ROY,RIO MAYO,Argentina
RPM,NGUKURR,Australia
RPN,ROSH PINA,Israel
RPR,RAIPUR,India (including Andaman Isl.)
RPV,ROPER VALLEY,Australia
RQA,RUOQIANG,"China, People’s Republic of"
RRG,RODRIGUES ISLAND,Mauritius
RRI,BARORA,Solomon Islands
RRK,ROURKELA,India (including Andaman Isl.)
RRN,SERRA NORTE,Brazil
RRR,RAROIA,French Polynesia
RRS,ROROS,Norway
RRT,WARROAD,United States of America
RSA,SANTA ROSA,Argentina
RSB,ROSEBERTH,Australia
RSD,ROCK SOUND,Bahamas
RSG,SERRA PELADA,Brazil
RSH,RUSSIAN MISSION,United States of America
RSJ,ROSARIO,United States of America
RSK,RANSIKI,Indonesia
RSS,DAMAZIN,Sudan
RST,ROCHESTER,United States of America
RSU,YEOSU/SUNCHEON,Korea (Rep. of)
RTA,ROTUMA ISLAND,Fiji
RTB,ROATAN,Honduras
RTC,RATNAGIRI,India (including Andaman Isl.)
RTG,RUTENG,Indonesia
RTI,ROTI,Indonesia
RTM,ROTTERDAM,Netherlands
RTP,RUTLAND PLAINS,Australia
RTS,ROTTNEST ISLAND,Australia
RTW,SARATOV,Russia (in Europe)
RUA,ARUA,Uganda
RUD,SHAHRUD,Iran (Islamic Republic of)
RUE,BUTEMBO,"Congo, Democratic Republic of"
RUG,RUGAO,"China, People’s Republic of"
RUH,RIYADH,Saudi Arabia
RUI,RUIDOSO,United States of America
RUM,RUMJATAR,Nepal
RUN,ST DENIS,Reunion
RUR,RURUTU,French Polynesia
RUS,MARAU,Solomon Islands
RUT,RUTLAND,United States of America
RUV,RUBELSANTO,Guatemala
RVA,FARAFANGANA,Madagascar
